ID,LABEL
14333913856536447294,2
13602478264651807888,2
3579086831445354396,0
15767787589202645471,2
9961248398625104965,2
6843353033326968865,2
5063823925800217135,2
17008419270491010379,0
6588367265963142366,2
13628190847781700573,0
9536857623290874345,0
4931739954386034820,0
10959566312915157266,0
12607198321600143457,2
18105942773570054628,0
16994585778824160616,2
11154858951468803967,0
7225251300399477784,0
13990109520944619848,0
6024203126268020933,1
9311056084595186803,1
15510022582288116983,1
8452148410765060907,0
880869755218827734,0
8558030043871094403,0
6010386080320843538,0
18217330657218177528,1
9094654877599295754,0
4236985529369553760,0
15472023207968586372,0
18053573617614954728,1
1375916569267130774,2
458615030311868384,0
18080427318666532456,1
12507598189574599811,0
1648152617912709134,0
11220147062469910809,0
9244002045292527667,1
5703903168039156271,0
15984999676463652604,2
6108957718420984501,1
2339935848529993825,2
8618844079216804309,1
1219154593750966743,1
312953746462676481,0
13148447051839971815,1
3764802454916917174,1
12174273889520233477,2
6472925807693257808,0
16128666404549075293,1
13741469476422081769,0
7349371313059700881,0
16442860593222568757,0
8938418454362561524,1
3318686636369197855,0
18417956920826894959,0
11466173293068376476,1
1165698309911780020,0
14891983510051256929,1
16223889509062258535,1
17279831932952525641,0
7140616167159327289,0
12279204869364306302,2
12636762073357846743,1
12827545900218339157,0
9177015431686901674,0
12622010812650893660,0
7839116423405583871,2
10571758484780887694,1
4578674999386168955,0
11516817201205061004,0
3343495076170774062,1
5103179482036294648,1
8175185486166247930,1
17536080673475460238,1
1710638515406696530,1
4064051587795893172,0
17291517875273724030,0
9613459185648084128,0
17862315231112613843,0
8144838652002261330,1
6191401108284738375,0
7343975558729845187,2
1617462509868189122,0
13981189775866806986,0
35223207190602469,0
17128954395107891701,0
5010086499245201253,0
7978637931789354593,0
16759481556419690004,0
13653322415819155575,1
10651507965359729604,0
9676721401730455264,0
7407632101844248459,1
12006088027268875556,0
1858174469823060496,1
10431569983098230442,0
8528328366692370955,0
12385992593093907265,0
17375072352206211491,1
10716567315021762993,2
12109417233534370406,1
3521102597589314289,2
11411940821087140149,1
17269241863890108423,0
966925859678062404,0
16495619360662300135,2
12989635507422892268,1
13188523754623452242,0
4741221562437246567,1
15876425063001204001,2
6180620260600869771,2
5732162260090299391,2
4465740409453672926,2
837836630717829866,2
11372130691282084531,0
6865771373377975669,0
16087675699818955857,0
18113747354970071275,0
12456120035674696335,1
8987519784324257112,1
12320448126031310369,2
2266906068835875355,0
12813827538069070725,0
15922052686037364540,0
17169785246010720646,2
2199927993053872693,1
4738686294949929086,2
4824568141832921513,0
730368359324497673,0
8246469543464191070,0
18198511309465023951,1
16027137698294531100,0
4068194753479402872,2
17164039162191482747,0
9533142722604268046,0
2272166222051524070,0
6826035142092383374,2
7472633054094826438,0
10148559628043584979,0
15901873021492476267,1
8820944547897272468,0
3920459278134549372,2
17518084922195089209,2
18341129647439760341,0
8772398273692478928,0
12514497418918520344,0
6606045440212119643,0
14696850752206213366,0
16222039969605992397,0
11719515754785015610,0
18224764534946749449,0
1586998189196090388,1
16118858950999114908,0
14494260645248675751,0
15434128180402306408,1
1042457424019776400,2
16485473512917356919,1
8433851307490153695,2
15274746386052527507,0
12049379276849569252,1
8775339127916668961,2
564126162409184487,1
12109207964909698471,1
2709186962146272575,1
18051871538428897191,0
9128268850027829679,2
15816774250960963104,1
12407477733573055082,2
1274093421820382916,2
14250811520943722073,2
10712716015470000863,0
8496305479215915954,0
2811760270564418,0
2700618619277146137,0
523445618596500885,1
5412148429928028307,1
10782979577477221982,0
15737050360544341358,1
2368942291442445106,2
11941340574216862796,0
689214714342251482,0
16069285203754936464,1
4183055490226966243,2
4471870544301244990,1
9607715832757754988,0
10565984476295061094,0
7335167520446152847,0
13429167214806981969,0
1375629429301298805,0
11073393970169841499,0
17379973805269827605,1
7936319640092496169,1
8953635031151069439,0
743885255192179620,1
7198704079975903636,1
576454278669652992,0
2909203737438694162,0
14401192031843745507,1
2399887203009705972,1
12457268464143789554,2
10540867805577921895,1
886107968812291277,1
15043788015341815133,2
13061564547103501711,0
11169149133558071185,0
16719984812281676584,1
511126386557243059,1
2408330079941817301,2
2908062430863048762,0
13539052791018814901,2
14406047981023751920,2
4876046622598389252,2
9416125383751339243,2
9332587342101619313,2
15856764952464539071,1
3898173321378787592,0
16056033576968088959,0
358672101750152098,1
11074748895525724882,1
498085234880587891,0
13440429092330676737,0
3808995468021570918,0
15866931511753294656,2
2411998698498616286,2
15637505695807105298,0
830834683439570853,1
12856828897943006707,1
10614433180030643228,2
10184274482918116412,2
279214785496579226,0
11994019094770414731,0
2763795565513754722,0
15747417883741113548,1
618803837323566877,0
7018737219776404967,0
6467247137053548745,1
13994181271860170587,2
1138203925004019219,0
3052902490715314966,0
11223444494042754618,1
13281318835095768447,0
2018979715283121709,2
10314172606722909536,0
6682102524146314986,0
15124966712418586721,2
13531503524414516459,1
9645064678138583760,0
9018160217262766258,0
4996907724810446080,2
2057785644305602528,1
12959528167726558615,1
303363998674273264,0
15693903528187262772,1
13348154953159670983,1
16030766618309415174,0
8772511534533391383,1
4093012098006370786,0
10705412438828490700,1
7822771593713027748,2
3948816953767141699,2
4431808815207766894,0
12088336800723184437,1
3587883912462624672,0
14273036329770656676,0
12189824810770660334,2
7987939462783978796,0
12094121295326328981,1
567788807306338120,0
12922395090928070742,2
10035311328804842050,2
4560029974737350262,1
1942691256818358861,0
18360906998139636954,0
4439747769036980862,0
6062627990492647311,0
9271809160504224194,0
3079568637315071148,0
12929637688845093739,2
11021906236130859142,0
17462433765000763708,1
3359294991482885177,0
14779861725573133943,0
11405563956820935684,2
12648869973979903231,1
10982293114347731960,0
12078749097966783818,0
14615042361604661568,0
457577080983230966,1
14941447730468079700,2
15509746644359668625,0
1095774547371873694,0
2268779590889262312,0
16165222159284834112,2
8554811103999034560,0
284833944510159662,2
3160683914455162880,0
295045468012774006,0
15402098300244182929,1
5800710204232015040,2
9720394396221253064,0
9734732735411932497,2
6892935347807951335,2
5920193174605509117,2
650404324372493890,0
8727798168117607778,1
1209436784026837329,0
1057909102917084927,0
16027366916567286442,1
8175711441283349900,0
6719903341105894368,2
17691755539775568759,0
252543765384360723,0
11733653306807503000,0
7930946793359379924,0
3374565241416030713,1
5830516890843575807,2
7790017816992142016,2
7007642840957676695,0
16681412295700655918,1
12925593163080410564,0
3886719666328820924,0
3680156650785801727,0
2729626678474333254,1
755239365475317762,1
9276485045629882618,2
10568759662949506759,1
16531149868352169122,0
15181813255584703576,0
12037532000623831552,2
10450262202966126416,1
14339533942489422529,0
16283070781524584364,1
6784257774341418507,2
4567475427263366106,1
1110690470596329113,1
13557805484339050693,0
6269391536964386477,1
9303691061204232763,0
1230313838953879654,1
1919437385299222009,1
10500870629942517822,1
10265269498652418274,2
6515085575633511909,2
10595113120554210712,0
14605774150574828222,2
11463251196658783415,0
2006117496620364420,1
4530673435027029886,0
4411159948078094054,0
14133972673448399696,2
7427006458273034434,0
7721492165647530741,1
10922257168370588886,2
29975824740442822,0
14381795456056710316,0
11750379587916415103,0
17255283060014863611,0
5025189736456545817,0
13582772978955555041,0
12969304509448661308,1
1220361636031967866,1
11657395476689978304,1
3340758295689696065,0
11568514082098130765,0
1518775873654719567,0
7120942159879628222,2
7745929826279593940,1
9081971855150865445,2
9444950310372221734,2
4755206254479258674,0
12476687704750749696,0
430234484699516362,1
5606721373653198470,0
2774494584774426098,0
10398560276411791891,1
1223324154052188796,1
2641180008557761459,2
13690276200854686874,2
8173506984427525121,1
14319950705799023301,0
10681749818205701542,1
8343151231923854402,2
13595305215817430553,1
18050440271010993793,0
18268503575734298317,1
7149684219320384797,1
14367270341606640423,1
7921512719107387254,0
11639513958715379866,2
17864450249658903601,2
14642966330979849700,1
13379222765620214843,2
15521073633410770826,0
5781587232824623695,0
9064768558376833625,0
1185496338989113246,0
11770673943122432882,1
10847978018278161931,1
11049940263047060463,0
5299861567447775726,1
15407995501427595904,2
3839127276668662907,1
74548430673746829,1
2153735200042203772,2
17436980451056808736,2
6218985206839803715,0
6702878569750060465,1
17225925671755081425,0
5612886460590316517,0
3129902822254866572,0
18236065997704464836,2
9945482621595973119,1
17500297574130357621,0
17131977536446744404,0
12890662126981303935,0
1847791262844938801,0
3799706899932568965,1
12664164125741983942,0
18412384959706856450,0
12322803215101073813,2
8000095629365921104,2
18094282235603995627,2
5607871736244343142,0
237890070476817504,0
17495627566477319139,0
1810335997875039634,0
15071032261096567213,1
7501252151832589268,0
16675547128345440495,1
8909283213932205638,0
8350164924240249850,0
1879508467681001984,0
656808769939281622,0
838283653521222794,0
9296371568405538834,1
7063481348994501727,2
15253180900373106892,2
3586151541123257269,0
5319592979891574635,1
17071928322523898735,1
10386266953728335354,2
5466705647688637149,2
8505806796177999339,2
1447749871099143318,0
1269432895191439338,2
3876188019764607047,0
17088496782485461541,0
7460062928484410754,0
7482105242506075953,0
8329180627957559631,2
4330230143094276178,1
17365536460003308707,2
12585572407995725667,0
17497384480789740506,0
334964901140829250,2
9564120128179784968,0
16636734210038908287,0
15578189096377756844,1
7081723722189439048,0
1573689058382714222,0
9769632904350442408,2
7598179820092134745,0
13639113911532868794,0
8554377681632702307,0
9779716908397528347,0
10980792502498705065,0
7092517772687923160,0
4555631307587615267,0
11546956680933441499,0
3268977234625324875,0
9968959060118325623,1
14731873870696407306,0
2601823770333674130,2
7103413523453670690,0
6110991381151625190,1
4373771693309493837,1
3531192002768253423,1
16433792793177788254,1
10737342062298592974,1
9034733217161429459,0
9541404871429788141,1
1479051681430649582,2
3273393686026482046,0
11011535411465062341,2
12800767774304279102,2
7522824466067356896,0
16359659402427505074,0
9784526827659213587,0
2248005955739377629,1
5246556441685698489,1
9551940674785085669,1
15079085077278291267,1
7759547465949050219,2
449250255954768695,1
13978565266350564429,2
13002752718480624833,0
8625267962695686191,1
15856950532094574705,1
2906357875189354554,0
15512077187279877390,0
9838399674434075413,0
11906527896203649336,0
3717609701454977911,1
3936476521426228160,2
14514366114893748400,1
16875860351039158663,1
7751364268073218404,0
13926374219903228251,2
9004162345986791883,1
2215768621282674862,0
5783135749115159263,0
7795340990793480913,1
11677580010721032533,0
1411109529724167650,0
4753289102149785396,1
11064182439340293282,1
2616109005169526756,0
17505541882267880667,0
18022328329166078013,1
5692180217779852281,0
15711133689547803021,1
16734583219990812698,1
12026464320470915487,0
2686315016133864872,1
16856420389334925389,0
17467382084876612624,1
14635769036288753629,0
14568911128106599182,0
18120998534613303345,0
7477949468821848313,1
4927443752226511675,0
16134399144018647010,0
13051315366218437763,2
10973823901695964304,0
11749542230557294653,2
6604432873885100461,2
14473050720714204325,0
5059307021008634066,1
14717125971023406607,0
13113081172695602675,0
10535394603699661728,2
16155674523346529171,0
7581333464356412778,2
15699061522619331425,0
9977249207656400548,1
6166722850156360304,0
2304272909104247810,0
3503959269979789567,0
5010446868255644219,0
2569146688535135197,1
7206856943095265751,2
17309489252719205094,1
5139992919271295187,0
5406091183319253833,2
2669699500923397171,0
7574574995364425392,1
4818271214756125783,0
12408505995324295449,0
11901118574234577062,0
14912532856635144722,0
15698039338478407483,0
2474341877089681232,1
3373375421936473642,1
8418716631436557758,0
8126424723430361801,1
11724377616082188501,0
6127818630446367121,2
1642231211932524884,2
12628528771680446542,0
5358695167909197556,2
4742393427716149202,1
15311493205909403933,1
2759540978392592791,0
2026754348593265100,0
4867585158139032323,1
15215560927726939690,0
1004419568234164021,2
2022719339374878706,2
525376291312969775,2
9184755812123284264,0
10076318854482197036,0
14920509362516857656,0
9089491605253469289,2
811410527180110718,0
2587688116937026491,0
7528343180879595959,0
5648453698684412435,1
15307788763139810,1
10358585657236504091,0
10337646714055798933,2
163873889675016181,2
17832154062970374300,0
16051534098064655918,2
9288776257071961949,2
9463789512323677310,1
7942035690728666781,2
12671835284615032581,2
11367587451731454736,1
10646629963388085177,0
13990828659417582776,2
10772702280127386718,0
641182186859364917,2
7380977446757946621,0
8131573226951854060,2
15508938531188134937,0
3868578274684396238,0
759598987494982034,2
16361046692627950285,0
9063883043915431868,0
3935618520879708656,2
4093528573791356841,0
785279793582466251,1
17885767481783088987,1
17765935488182684937,1
12964497276391552298,1
10671051185017857978,0
10173579664554625817,1
1198183828933768362,1
17952740638731548781,0
13343811929390382769,0
14227822180231658982,2
12357563126303556553,2
11320033740800565174,1
15539041092525798704,1
13705859224365625393,0
5174502666897456325,1
149355913891269653,1
13185645944056027798,0
9690634955645916387,1
15715924282678964552,1
7494817480836581596,0
8942774138146642040,0
10721038443987128621,0
8591192690714283223,2
14824314863566385790,1
7232290339414145303,2
11695638917353820699,1
15536381928230638477,0
2326086374153325635,2
7510012072860030543,2
12516879020238054757,0
365919488338137025,0
9648678323379760643,2
1848460009227098310,1
15768188538177495507,0
16420816739455756641,2
16874933939281032273,0
1287476749813493297,0
4250868619752528801,2
10646633491995104913,1
6439347537275750358,0
6553987037339005532,0
783076859815698966,1
10962704804694749322,0
15466026042667091143,2
10730061699668538906,0
18139160352281596836,0
6912067974645253840,2
355830877092474625,0
2134301060091369706,1
17356112306191203319,2
11312012633403645339,0
10625426235034284909,1
2706656287365139892,0
12599212398971912087,1
13599753693458799422,2
12565374032320564554,0
14984360760152690467,2
18295908400425720394,0
6485656710102474206,2
15756951780798257564,0
10171713138641056577,0
42692471253189318,0
5417552178819491529,0
16220632296743218050,1
4768756128753057462,1
9596709715412894768,0
15020801706783960465,1
16658658445496238072,0
4242151463565140106,1
11703694667297899755,0
10470917174374988859,2
16924725080461519719,0
4725473547402685098,2
16517551728352689382,0
17713399019718823011,1
13027016169437364543,0
10223729012944172026,0
14972592966912688729,1
4054713889878588309,2
5652638633742743612,2
2624456130788005698,2
8369344504351964619,1
9838066666667564548,2
1431284158040965038,2
7407377621094260576,0
16821194310207318674,0
7082931868763189317,2
6719989097023334098,0
14045814783002867981,0
12313863059279642033,0
9715238926344529358,0
3035422005558738467,0
9161919200477792589,0
17985080812124918941,2
5397079500013074673,2
345040912644484394,0
17354227722558405601,2
1029509993459173710,0
6002593018252185713,0
18415004657416142774,1
9177376890104370608,2
10925189856913806267,1
11365896576354257906,2
1781038820433476138,0
16979178163936716931,0
15971593866542998572,1
10580984816329772831,1
15257290166081252872,0
10293827999535508111,1
9483373540012383398,1
746743067162202345,0
488684592374885168,1
7100248067878923107,0
13148702766035014198,0
9024634881236046227,2
3586460857104895717,1
14719746492527149545,2
11738520596711110109,0
3605246869490177247,0
7003994814278236163,0
6093061623761401652,1
733540718325375482,0
191707640139423359,1
16731114967564566034,2
4378014929410070811,2
11074343031663203609,0
17015295607674553517,0
2842978993111015545,2
13100310212557780977,0
110031388462405774,1
2314799015327720031,2
6911203142014898217,2
14600308387497148653,2
5312383991453832895,2
15961257567545948184,2
4532306019532771165,0
7166379378205627398,1
8022687131540495064,1
12638039430180062364,2
7810050635351658608,1
2034087740111361852,2
16978858013798049034,0
68453785258683101,0
15541567050057380841,1
3201206677529198923,0
12514926063139113691,0
12933072405001462620,1
7934996030376032619,0
8252934715923013865,0
8073661398082440503,1
12622784640568470188,2
18114499583475365311,0
18210116328041842103,2
2952579568015787480,2
8928946558961847746,2
4986054996406983174,1
429773798692845076,0
11248167973053215870,0
5652237465012073493,0
2890067279703183616,1
4979694848869522747,1
16989638988122844002,2
10264898230694432504,1
4195383807995843644,1
7817937974720875492,2
16946741752986878962,1
12675865838652367628,1
10784610885024844601,2
14765737959170117442,1
12543176599486754570,2
3216697636510186564,2
14342487053391681287,1
13017369548728815402,1
2349223177180918947,2
16905489971004760826,1
878763962571700004,2
6154965124656038759,2
5752120920375890945,1
7239194454925250248,1
13121747776698692708,0
17342382374358174234,0
907548001829274338,1
10054064095229364180,0
2808389880127752640,1
4628635665786244161,2
9151016355322259148,0
1740791803930996582,2
12597018603305044538,0
15367465343489803415,2
729904157223139966,0
308741968879312826,2
17429232938495637571,1
6162353385389568541,0
14440253790926329151,2
17280027398102868819,0
14850093677828284449,0
17735342679172990944,2
12404100084767756061,2
13961287361850632477,2
15369955799738247705,2
13353221548853732484,2
7398820691921289433,1
11842103595613593374,0
17204252064789416189,2
5909534642553272060,1
14300663714286300120,1
13915659243489382537,0
7494518254558050852,0
2204961621922395322,0
694634414314671616,0
9038466682052224716,0
11175507579107034011,0
17562414042066323784,1
6463094446933475453,2
13053900239504777610,0
4124192416377608141,0
4918901664183656347,0
632154535154910091,2
17489622405351879995,2
686565060354592764,1
17424370402321112640,1
12072828171212787816,0
10382364552179162740,0
9684215962872526224,2
139374996043216054,0
17524350297189045597,0
17557971552664263042,2
10296456227579021112,0
10646569509997691660,2
5340030534699922418,2
4889186146892417049,1
1039604563824720042,0
13251997791820773800,0
17117038063809148649,1
12987430957527789285,2
16480602908208153991,0
459652509190245232,0
3006301437368961827,2
3205559456016725797,1
12009806062166169436,2
4679031082410469320,0
13733270083670663051,2
5905991303407074145,0
5705968939417057652,2
15147381071457643043,1
4534877450506239996,0
14936150181929885873,2
3211008653569272869,2
6824767703817807625,1
8405272972791110540,0
16278124934273265950,1
15470437554832115111,0
719118076764022558,0
4565916157211554956,0
10292487847412556719,0
14835033354328477085,0
1904642110907131104,1
2548469153785406081,0
17121581473774229676,1
13391802176903101761,0
12309164073111321965,0
16542245186269308499,0
14397804822729733236,0
6266479210495400162,1
16191447580579493267,0
3554153037048770755,1
14746133878432588146,2
18223859231700144541,0
1688553486154980135,0
17084787530514634341,1
7497942736641935055,1
6001523689749763242,1
554875556889565985,0
14885251461354329058,0
17231270085941257684,2
6948423280248407665,0
7872282075815345579,1
14065210539966824744,0
10148931143002231946,0
2369780117855113107,0
8873449250799188254,2
3780959339350758864,0
3225944028367109568,0
14209854524837428414,2
10650667894528885814,1
11560198082256584796,0
297745791718311741,2
17718577413772016749,2
3005050698267008436,0
16337484833927176322,0
10917482451793573184,1
7199373046438001271,1
17395777276468792336,2
11251767514044163707,0
9199497867457369255,2
415061940725167744,0
1671476476208753237,1
1725958376978638381,2
18267371776365589973,0
9741725063025824794,1
7644390127228530319,0
10020708227466038389,2
16885355033166871369,2
17214847576257145307,0
5695056738115400077,0
15291398134940586714,2
15256728465860594706,0
11338277065665041170,0
13147106330015703808,0
3866356182941735871,0
345860239940716917,2
15389805538515416685,2
1232437172369126980,1
8241573209634321277,2
9824273349902463772,0
3045050912083344574,2
13903312284270775675,1
1082340100983773839,0
2693359711797205721,2
2882959722166034443,2
18431491179885160314,0
15948296143827990234,0
17081006485907873672,2
18153169258178245890,1
12062640950369790781,0
13065704366733748882,0
10985169522478120059,0
10197970872130120651,2
4069866621678392775,1
1711743003295852454,1
14616044726520785709,0
14253584118843766824,2
3820921108430016010,0
7180292931206440455,0
15299168533547892625,1
7345172821374331359,0
4044053181965007713,0
10014498105466166337,0
662783075701476352,1
3832029616075247611,0
15196791406737829629,1
16881970432327437246,2
16692866203242674477,0
14355975271001120206,0
995602834184654432,0
16873966526809611279,2
12345495002960074210,1
4575116776400323527,0
9358289199724011735,2
15549899316283589676,0
897852741476364573,0
12100475827984412495,1
3377669004714395514,2
17850280651032078250,2
15449322433800478953,1
9583121570153423848,1
7240339910002704795,1
9289790429274070284,0
2404355003363561976,2
4558992411219145697,2
1336482316729454156,0
2770235469929771187,0
16617416895918346699,2
8553131035770321822,2
6184610851357615718,2
10568856737709920290,1
17874719884128972382,0
9828366716862700229,2
11916295315873954606,0
14291917434230581782,0
17630196827103088641,0
96038419058739074,2
8559612504586041583,2
15546231003467687367,1
639297293142709754,1
1114215168320193660,2
12513916404077250912,0
322857803608112127,2
2668002312249462015,1
8861154889679832299,2
9561602484362966250,0
13958254703533061824,0
7655583494575505038,1
9906634993480549539,0
15222719191879630939,0
16896000269265477180,0
334600481022472636,0
16428481334881796078,0
6983228774050862152,1
7238373321214947116,1
11173720642389483521,1
2103200348532902191,2
116753820455360104,2
3085676753897813289,1
1927668434500990332,0
16621050473357941151,2
6550407482993130961,0
10702970654849465829,1
11673658927396668439,0
12238120864093661217,2
17459720067531251529,2
938640105899316908,0
15279201290706800181,2
2678837480497431051,0
189331959040774309,2
16648184815829129031,0
7532606440851260910,1
5346624456157015281,2
5624584757653305959,2
6036475904832149697,2
16982254015223787366,2
9564187191188281048,2
38444481931194396,0
2879337643163793195,0
12724414435982934534,0
16846961944300013599,0
16832988702499689740,0
829191879058455551,0
2932032509609876840,0
800279188058078908,0
10347305470490438645,1
3914255646327845501,0
16980829475065168158,0
248469618189345421,0
9242661253970149781,0
8346558391885549925,2
8279035800269748506,2
15617619890453649627,1
13619797151559950642,1
5641807362212494720,0
4064309517323982867,2
5879626169735496641,1
2523700900020256758,1
1400622421423037953,1
6341034165567532680,1
6595251312823455366,0
16570032669858377368,2
16832717339431233253,0
320397133534551371,0
8845991889124746233,2
13054071502000336742,1
5975852435149880923,0
16306211991425265979,2
7653104004705921603,1
16889236139826279372,0
15936236423370556848,0
17530013714049960940,1
16533974609468071504,0
11616508626852336302,2
2049596041276756841,0
14140852960733492555,2
13037245301734146674,1
4594583522646946002,1
16487486744685132359,2
17811485277182731793,2
13775012742570893876,0
5481661999893981457,0
9367746091006504432,2
10840576927820736248,1
14465230827467738021,1
14600921355279276409,2
2510646428862686186,2
13238130096224966656,0
17496422879735852658,2
4163481962000280711,2
4647147074924806523,1
11238503832013920224,2
11986263739158987514,0
592301357476985198,1
4183031644678239905,0
4302024447072276593,1
9153978058746354593,1
12328067417392002963,2
12215522099464243339,0
15652979092788158872,0
7187532312725591937,1
6100537884697287579,0
569266426499914096,0
1521984310018307615,2
15854450046101659934,0
7522337620438844535,1
605547416647323670,2
2298258718793541646,2
17766559590286050485,1
180267962040101236,1
5719016672961589241,2
11580422776676194325,0
9577621691865383122,2
15769935162334695696,1
6409151176828592973,2
6391308204724302051,0
18173672834648218123,0
14201378821965749531,2
2644687816768811797,2
10913225442296900151,0
1535495328848494485,0
12422299304223282412,0
12629618674273557099,0
13995641622139310127,2
7187265955581160637,2
1553789693857726070,2
9914884460346305748,2
14012587625819745973,0
2547810284694241243,0
16494031847974584045,0
2671417353677439920,0
12937104988912122376,1
3492823601423853797,2
166792765610272158,2
2572293295368412270,0
10406807719559988739,0
4172942648679871264,1
7909894329559581910,1
17035026018676006558,0
12503828705763096576,0
4383594435617283879,2
12223588889884383107,0
5926640758351750175,2
13554001101734177698,1
18443363649528255190,1
8687562939651897322,2
7694527209173660300,0
16547317928343834245,0
15027203894795540053,1
1019235234416731894,0
2501249470367448891,0
6306754772899710292,2
9717073787701775813,0
18058077771823939904,2
9284783667978969636,0
16361476793537914941,1
9169475438013236010,2
12412900300468614936,2
14367535990952308534,0
8996379006129647764,1
15264280448593639071,1
8312769379721984463,1
4374980422132690089,2
935061159401051417,2
2797809874589464101,1
674465772280518482,1
12116928291156628259,2
1229202654658097429,2
11937748089991025508,0
14471276793411654535,2
12769280065368259435,2
5374564457007094344,0
14244903714257997809,1
13376699099148505663,0
17978149038121786822,0
12169349484862498345,2
577009622041726000,0
